"id","news_source","rating","rating_num","type","agree","disagree","perc_agree","url","editorial_review","blind_survey","third_party_analysis","independent_research","confidence_level","twitter","wiki","facebook","screen_name"
"424","SFGate","left-center",2,"News Media",385,433,0.470660146699266,"https://www.allsides.com/news-source/sf-gate","0",0,0,0,NA,"https://twitter.com/sfgate/","https://en.wikipedia.org/wiki/San_Francisco_Chronicle","https://www.facebook.com/SFGate/","sfgate"
"425","Signe Wilkinson (cartoonist)","left",1,"Author",25,17,0.595238095238095,"https://www.allsides.com/news-source/signe-wilkinson-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"426","Sky-Hi Daily News","left-center",2,"News Media",114,96,0.542857142857143,"https://www.allsides.com/news-source/sky-hi-daily-news","0",0,0,0,NA,NA,NA,NA,NA
"427","Slate","left",1,"News Media",3325,2384,0.58241373270275,"https://www.allsides.com/news-source/slate","1",0,1,1,"Low or Initial Rating","https://twitter.com/Slate","https://en.wikipedia.org/wiki/Slate_(magazine)","https://www.facebook.com/Slate/","Slate"
"428","Small World (cartoonist)","left",1,"Author",14,25,0.358974358974359,"https://www.allsides.com/news-source/small-world-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"429","Smerconish","center",3,"News Media",94,140,0.401709401709402,"https://www.allsides.com/news-source/smerconish-media-bias","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"430","Socialist Alternative","left",1,"News Media",387,168,0.697297297297297,"https://www.allsides.com/news-source/socialist-alternative","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"431","Socialist Project/The Bullet","left",1,"News Media",336,146,0.697095435684647,"https://www.allsides.com/news-source/socialist-projectthe-bullet","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"432","Splinter","left",1,"News Media",157,41,0.792929292929293,"https://www.allsides.com/news-source/splinter-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"433","Spokesman Review","left-center",2,"News Media",164,181,0.47536231884058,"https://www.allsides.com/news-source/spokesman-review","0",0,0,1,"Low or Initial Rating","https://twitter.com/SpokesmanReview",NA,"https://www.facebook.com/spokesmanreview/","SpokesmanReview"
"434","State Journal","left-center",2,"News Media",137,194,0.413897280966767,"https://www.allsides.com/news-source/state-journal","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"435","Steve Benson (cartoonist)","left",1,"Author",51,47,0.520408163265306,"https://www.allsides.com/news-source/steve-benson-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"436","Steve Breen (cartoonist)","center",3,"Author",51,40,0.56043956043956,"https://www.allsides.com/news-source/steve-breen-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"437","Steve Kelley (cartoonist)","right",5,"Author",28,30,0.482758620689655,"https://www.allsides.com/news-source/steve-kelley-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"438","Steve Sack (cartoonist)","left",1,"Author",41,22,0.650793650793651,"https://www.allsides.com/news-source/steve-sack-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"439","StoryCorps","allsides",NA,"News Media",11,11,0.5,"https://www.allsides.com/news-source/storycorps-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"440","Stuart Carlson (cartoonist)","left",1,"Author",22,31,0.415094339622642,"https://www.allsides.com/news-source/stuart-carlson-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"441","Subverse","center",3,"News Media",10,0,1,"https://www.allsides.com/news-source/subverse-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"442","Suspend Belief Podcast","allsides",NA,"News Media",117,144,0.448275862068966,"https://www.allsides.com/news-source/suspend-belief-podcast","0",0,0,0,"Low or Initial Rating",NA,NA,"https://www.facebook.com/SuspendBelief/?fref=ts",NA
"443","Tallahassee Democrat","center",3,"News Media",194,185,0.511873350923483,"https://www.allsides.com/news-source/tallahassee-democrat","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"444","TechCrunch","center",3,"News Media",329,199,0.623106060606061,"https://www.allsides.com/news-source/techcrunch-media-bias","0",0,0,0,"Low or Initial Rating","https://twitter.com/TechCrunch?ref_src=twsrcgoogletwcampserptwgrauthor","https://en.wikipedia.org/wiki/TechCrunch","https://www.facebook.com/techcrunch/","TechCrunch"
"445","Ted Rall (cartoonist)","left",1,"Author",37,25,0.596774193548387,"https://www.allsides.com/news-source/ted-rall-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"446","Teen Vogue","left-center",2,"News Media",269,404,0.399702823179792,"https://www.allsides.com/news-source/teen-vogue","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"447","Test Source","center",3,"News Media",112,123,0.476595744680851,"https://www.allsides.com/news-source/test-source","checked",0,0,0,NA,"https://twitter.com/FoxNews","https://en.wikipedia.org/wiki/Fox_News","https://www.facebook.com/FoxNews/","FoxNews"
"448","The Advocate-Messenger","left-center",2,"News Media",129,166,0.43728813559322,"https://www.allsides.com/news-source/advocate-messenger","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"449","The American Conservative","right-center",4,"News Media",137,160,0.461279461279461,"https://www.allsides.com/news-source/american-conservative-media-bias","0",0,0,0,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/The_American_Conservative",NA,NA
"450","The Atlantic","left-center",2,"News Media",4533,2681,0.62836151926809,"https://www.allsides.com/news-source/atlantic","0",0,0,0,NA,"https://twitter.com/TheAtlantic","https://en.wikipedia.org/wiki/The_Atlantic","https://www.facebook.com/TheAtlantic/","TheAtlantic"
"451","The Boston Globe","left-center",2,"News Media",1428,1090,0.567116759332804,"https://www.allsides.com/news-source/boston-globe","0",0,0,1,"High","https://twitter.com/BostonGlobe","https://en.wikipedia.org/wiki/The_Boston_Globe","https://www.facebook.com/globe","BostonGlobe"
"452","The Cadiz Record","left-center",2,"News Media",143,151,0.486394557823129,"https://www.allsides.com/news-source/cadiz-record","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"453","The Canyon County Zephyr","left",1,"News Media",138,109,0.558704453441296,"https://www.allsides.com/news-source/canyon-county-zephry","0",0,0,1,"High",NA,NA,"https://www.facebook.com/FansoftheCanyonCountryZephyr",NA
"454","The College Fix","right",5,"News Media",106,87,0.549222797927461,"https://www.allsides.com/news-source/college-fix","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"455","The Commercial Appeal","left-center",2,"News Media",118,171,0.408304498269896,"https://www.allsides.com/news-source/commercial-appeal","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"456","The Courier-Journal","left-center",2,"News Media",88,184,0.323529411764706,"https://www.allsides.com/news-source/courier-journal","0",0,0,0,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/The_Courier-Journal",NA,NA
"457","The Daily Caller","right",5,"News Media",4658,2549,0.646316081587346,"https://www.allsides.com/news-source/daily-caller","1",0,0,1,"Medium","https://twitter.com/@ChuckRossDC","https://en.wikipedia.org/wiki/The_Daily_Caller","https://www.facebook.com/DailyCaller/","ChuckRossDC"
"458","The Daily Show (humor)","left-center",2,"News Media",838,1105,0.431291816778178,"https://www.allsides.com/news-source/daily-show","checked",0,0,0,NA,"https://twitter.com/@TheDailyShow",NA,NA,"TheDailyShow"
"459","The Daily Signal","right",5,"News Media",241,73,0.767515923566879,"https://www.allsides.com/news-source/daily-signal","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"460","The Daily Wire","right",5,"News Media",2719,1344,0.669209943391583,"https://www.allsides.com/news-source/daily-wire","0",0,0,1,"Medium","https://twitter.com/realDailyWire","https://en.wikipedia.org/wiki/The_Daily_Wire","https://www.facebook.com/DailyWire/","realDailyWire"
"461","The Dallas Morning News","center",3,"News Media",74,51,0.592,"https://www.allsides.com/news-source/dallas-morning-news","0",0,0,1,"Low or Initial Rating","https://twitter.com/dallasnews","https://en.wikipedia.org/wiki/The_Dallas_Morning_News","https://www.facebook.com/dallasmorningnews","dallasnews"
"462","The Delaware County Daily Times","left-center",2,"News Media",144,163,0.469055374592834,"https://www.allsides.com/news-source/delaware-county-daily-times","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"463","The Economist","left-center",2,"News Media",1612,3004,0.349220103986135,"https://www.allsides.com/news-source/economist","0",0,1,1,NA,"https://twitter.com/TheEconomist","https://en.wikipedia.org/wiki/The_Economist","https://www.facebook.com/TheEconomist","TheEconomist"
"464","The Epoch Times","right",5,"News Media",731,352,0.674976915974146,"https://www.allsides.com/news-source/epoch-times-media-bias","1",0,0,1,"Medium",NA,"https://en.wikipedia.org/wiki/Www.theepochtimes.com",NA,NA
"465","The Federalist","right",5,"News Media",2459,1211,0.670027247956403,"https://www.allsides.com/news-source/federalist","0",0,0,0,"Low or Initial Rating","https://twitter.com/@seanmdav","https://en.wikipedia.org/wiki/The_Federalist_(website)","https://www.facebook.com/fdrlst/","seanmdav"
"466","The Flip Side","allsides",NA,"News Media",226,183,0.552567237163814,"https://www.allsides.com/news-source/flip-side-media-bias","0",0,0,1,"High",NA,NA,NA,NA
"467","The Fulcrum","center",3,"News Media",8,13,0.380952380952381,"https://www.allsides.com/news-source/fulcrum-media-bias","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"468","The Gateway Pundit","right",5,"News Media",458,335,0.577553593947037,"https://www.allsides.com/news-source/gateway-pundit","0",0,0,1,"Low or Initial Rating","https://twitter.com/gatewaypundit","https://en.wikipedia.org/wiki/The_Gateway_Pundit","https://www.facebook.com/gatewaypundit","gatewaypundit"
"469","The Guardian","left-center",2,"News Media",6067,3885,0.609626205787781,"https://www.allsides.com/news-source/guardian","0",0,0,1,"Medium","https://twitter.com/guardian","https://en.wikipedia.org/wiki/TheGuardian.com - https://en.wikipedia.org/wiki/The_Guardian","https://www.facebook.com/theguardian/","guardian"
"470","The Heritage Foundation","right-center",4,"Think Tank / Policy Group",2327,1336,0.635271635271635,"https://www.allsides.com/news-source/heritage-foundation","0",0,0,0,NA,NA,"https://en.wikipedia.org/wiki/The_Heritage_Foundation",NA,NA
"471","The Hill","center",3,"News Media",7444,9180,0.447786333012512,"https://www.allsides.com/news-source/hill-media-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/@thehill","https://en.wikipedia.org/wiki/The_Hill_(newspaper)","https://www.facebook.com/TheHill","thehill"
"472","The Independent","left-center",2,"News Media",74,74,0.5,"https://www.allsides.com/news-source/independent-0","0",0,0,0,NA,NA,NA,NA,NA
"473","The Intercept","left",1,"News Media",1213,633,0.657096424702059,"https://www.allsides.com/news-source/intercept","0",0,0,1,"Low or Initial Rating","https://twitter.com/theintercept","https://en.wikipedia.org/wiki/The_Intercept","https://www.facebook.com/theinterceptflm","theintercept"
"474","The Jerusalem Post","center",3,"News Media",97,98,0.497435897435897,"https://www.allsides.com/news-source/jerusalem-post-media-bias","0",0,0,0,NA,NA,NA,NA,NA
"475","The Justice","left-center",2,"News Media",104,116,0.472727272727273,"https://www.allsides.com/news-source/justice","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"476","The Korea Herald","center",3,"News Media",135,76,0.639810426540284,"https://www.allsides.com/news-source/korea-herald","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"477","The Libertarian Republic","right-center",4,"News Media",771,626,0.551896921975662,"https://www.allsides.com/news-source/libertarian-republic","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"478","The Nation","left",1,"News Media",977,310,0.759129759129759,"https://www.allsides.com/news-source/nation","0",0,0,0,NA,"https://twitter.com/thenation","https://en.wikipedia.org/wiki/The_Nation","https://www.facebook.com/thenationdaily/","thenation"
"479","The New Yorker","left",1,"News Media",2435,762,0.761651548326556,"https://www.allsides.com/news-source/new-yorker","0",0,0,1,"Low or Initial Rating","https://twitter.com/NewYorker","https://en.wikipedia.org/wiki/The_New_Yorker","https://www.facebook.com/newyorker/","NewYorker"
"480","The Observer (New York)","center",3,"News Media",170,314,0.351239669421488,"https://www.allsides.com/news-source/observer","0",0,0,1,"Low or Initial Rating","https://twitter.com/observer?lang=en","https://en.wikipedia.org/wiki/New_York_Observer","https://www.facebook.com/observer","observer"
"481","The Oracle","center",3,"News Media",49,88,0.357664233576642,"https://www.allsides.com/news-source/oracle","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"482","The Philadelphia Inquirer","left-center",2,"News Media",53,76,0.410852713178295,"https://www.allsides.com/news-source/phillycom","0",0,0,1,"Low or Initial Rating","https://twitter.com/phillydotcom","https://en.wikipedia.org/wiki/Philadelphia_Media_Network","https://www.facebook.com/phillydotcom?ref=facebook.com","phillydotcom"
"483","The Post Millennial","right-center",4,"News Media",38,21,0.644067796610169,"https://www.allsides.com/news-source/post-millennial-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"484","The Red and Black","center",3,"News Media",113,80,0.585492227979275,"https://www.allsides.com/news-source/red-and-black","0",0,0,1,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/The_Red_and_Black",NA,NA
"485","The Reliable Bias","center",3,"News Media",62,102,0.378048780487805,"https://www.allsides.com/news-source/reliable-bias","0",0,0,0,NA,NA,NA,NA,NA
"486","The Republican","center",3,"News Media",145,359,0.287698412698413,"https://www.allsides.com/news-source/republican","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"487","The Resurgent","right",5,"News Media",26,16,0.619047619047619,"https://www.allsides.com/news-source/resurgent-media-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/@EWErickson",NA,NA,"EWErickson"
"488","The Root","left-center",2,"News Media",216,295,0.422700587084149,"https://www.allsides.com/news-source/root","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"489","The Sacramento Bee","left-center",2,"News Media",228,234,0.493506493506494,"https://www.allsides.com/news-source/sacramento-bee","0",0,0,1,"Low or Initial Rating","https://twitter.com/sacbee_news/","https://en.wikipedia.org/wiki/The_Sacramento_Bee","https://www.facebook.com/sacramentobee","sacbee_news"
"490","The Saturday Evening Post","center",3,"News Media",112,72,0.608695652173913,"https://www.allsides.com/news-source/saturday-evening-post","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"491","The Telegraph - UK","right-center",4,"News Media",597,349,0.63107822410148,"https://www.allsides.com/news-source/telegraph-uk","0",0,0,1,"Low or Initial Rating","https://twitter.com/telegraph","https://en.wikipedia.org/wiki/The_Daily_Telegraph","https://www.facebook.com/TELEGRAPH.CO.UK/","telegraph"
"492","The Texas Observer","left-center",2,"News Media",11,12,0.478260869565217,"https://www.allsides.com/news-source/texas-observer-media-bias","0",0,0,0,NA,NA,NA,NA,NA
"493","The Verge","left-center",2,"News Media",438,276,0.613445378151261,"https://www.allsides.com/news-source/verge","0",0,0,1,"Low or Initial Rating","https://twitter.com/verge","https://en.wikipedia.org/wiki/The_Verge","https://www.facebook.com/verge","verge"
"494","The Week - News","center",3,"News Media",3017,2266,0.571077039560856,"https://www.allsides.com/news-source/the-week-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/TheWeek","https://en.wikipedia.org/wiki/The_Week","https://www.facebook.com/theweek/","TheWeek"
"495","The Weekly Standard","right",5,"News Media",1253,732,0.631234256926952,"https://www.allsides.com/news-source/weekly-standard","0",0,0,1,"High",NA,"https://en.wikipedia.org/wiki/The_Weekly_Standard",NA,NA
"496","TheBlaze.com","right",5,"News Media",29759,23159,0.562360633432858,"https://www.allsides.com/news-source/theblaze-bias","0",0,1,1,"Medium","https://twitter.com/theblaze","https://en.wikipedia.org/wiki/TheBlaze","https://www.facebook.com/theblaze/","theblaze"
"497","ThinkProgress","left",1,"News Media",2557,798,0.762146050670641,"https://www.allsides.com/news-source/thinkprogress-bias","0",0,0,1,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/ThinkProgress","https://www.facebook.com/thinkprogress",NA
"498","Thomas Frank","left-center",2,"Author",117,131,0.471774193548387,"https://www.allsides.com/news-source/thomas-frank","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"499","Thomas Sowell","right-center",4,"Author",261,190,0.578713968957871,"https://www.allsides.com/news-source/thomas-sowell","0",0,0,0,NA,NA,NA,NA,NA
"500","Tim Groseclose","right-center",4,"Author",74,39,0.654867256637168,"https://www.allsides.com/news-source/tim-groseclose","checked",0,0,0,NA,NA,NA,NA,NA
"501","Tim Pool","center",3,"Author",117,56,0.676300578034682,"https://www.allsides.com/news-source/tim-pool-media-bias","0",0,0,1,"Medium",NA,NA,NA,NA
"502","Time Magazine","left-center",2,"News Media",4191,3477,0.546557120500782,"https://www.allsides.com/news-source/time-magazine-news-media-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/TIME","https://en.wikipedia.org/wiki/Time_(magazine)","https://www.facebook.com/time/","TIME"
"503","Tom Cole","right",5,"Author",129,72,0.641791044776119,"https://www.allsides.com/news-source/tom-cole","checked",0,0,0,NA,NA,NA,NA,NA
"504","Tom Nichols","right-center",4,"Author",1,6,0.142857142857143,"https://www.allsides.com/news-source/tom-nichols-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"505","Tom Toles (cartoonist)","left",1,"Author",50,39,0.561797752808989,"https://www.allsides.com/news-source/tom-toles-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"506","Tony Auth (cartoonist)","left",1,"Author",42,38,0.525,"https://www.allsides.com/news-source/tony-auth","checked",0,0,0,NA,NA,NA,NA,NA
"507","Townhall","right",5,"News Media",8940,13747,0.394058271256667,"https://www.allsides.com/news-source/townhall-bias","0",0,0,1,"Medium","https://twitter.com/townhallcom","https://en.wikipedia.org/wiki/Townhall","https://www.facebook.com/townhallcom/","townhallcom"
"508","Truth or Fiction","center",3,"News Media",210,170,0.552631578947368,"https://www.allsides.com/news-source/truth-or-fiction","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"509","Truthdig","left",1,"News Media",14,3,0.823529411764706,"https://www.allsides.com/news-source/truthdig-media-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/Truthdig?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","https://en.wikipedia.org/wiki/Truthdig","https://www.facebook.com/Truthdig/","Truthdig"
"510","TruthOut","left-center",2,"News Media",280,299,0.483592400690846,"https://www.allsides.com/news-source/truthout","checked",0,0,0,NA,NA,NA,NA,NA
"511","Tucker Carlson","right",5,"Author",81,55,0.595588235294118,"https://www.allsides.com/news-source/tucker-carlson-media-bias","0",0,0,1,"Medium",NA,NA,NA,NA
"512","U.S. News & World Report","left-center",2,"News Media",1448,1628,0.47074122236671,"https://www.allsides.com/news-source/us-news-and-world-report","0",0,0,0,"Low or Initial Rating","https://twitter.com/usnews","https://en.wikipedia.org/wiki/U.S._News_%26_World_Report","https://www.facebook.com/usnewsandworldreport","usnews"
"513","Univision","left-center",2,"News Media",290,361,0.445468509984639,"https://www.allsides.com/news-source/univision","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"514","Upworthy","left",1,"News Media",386,262,0.595679012345679,"https://www.allsides.com/news-source/upworthy","0",0,0,1,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/Upworthy",NA,NA
"515","USA TODAY","center",3,"News Media",12275,9878,0.554101024691915,"https://www.allsides.com/news-source/usa-today-media-bias","0",1,1,1,"High","https://twitter.com/@USATODAY?ref_src=twsrc%5Etfw","https://en.wikipedia.org/wiki/USA_Today","https://www.facebook.com/usatoday/","USATODAY"
"516","Vanity Fair","left-center",2,"News Media",3331,2146,0.608179660398028,"https://www.allsides.com/news-source/vanity-fair","0",0,0,1,"Low or Initial Rating","https://twitter.com/HWD","https://en.wikipedia.org/wiki/Vanity_Fair_(magazine)","https://www.facebook.com/vanityfairmagazine/","HWD"
"517","Vice","left",1,"News Media",1043,312,0.769741697416974,"https://www.allsides.com/news-source/vice-media-bias","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"518","Victor Hanson","right-center",4,"Author",135,147,0.478723404255319,"https://www.allsides.com/news-source/victor-hanson","0",0,0,0,NA,NA,NA,NA,NA
"519","Volante","center",3,"News Media",108,118,0.47787610619469,"https://www.allsides.com/news-source/volante","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"520","Vote Smart","center",3,"Think Tank / Policy Group",189,204,0.480916030534351,"https://www.allsides.com/news-source/vote-smark","0",0,0,0,NA,NA,NA,NA,NA
"521","Vox","left",1,"News Media",12519,12386,0.502670146556916,"https://www.allsides.com/news-source/vox-news-media-bias","0",0,0,1,"High","https://twitter.com/@atrupar","https://en.wikipedia.org/wiki/Vox_(website)","https://www.facebook.com/Vox","atrupar"
"522","VT Digger","left-center",2,"News Media",117,150,0.438202247191011,"https://www.allsides.com/news-source/vt-digger","0",0,0,1,"Low or Initial Rating","https://twitter.com/vtdigger",NA,"https://www.facebook.com/vtdigger","vtdigger"
"523","Wake Up to Politics","center",3,"News Media",21,16,0.567567567567568,"https://www.allsides.com/news-source/wake-politics-media-bias","0",0,0,1,"Low or Initial Rating","https://twitter.com/wakeup2politics",NA,"https://www.facebook.com/WakeUpToPolitics/","wakeup2politics"
"524","Wall Street Journal - Editorial","right-center",4,"News Media",5061,3729,0.575767918088737,"https://www.allsides.com/news-source/wall-street-journal-opinion","0",0,0,1,"High",NA,NA,NA,NA
"525","Wall Street Journal - News","center",3,"News Media",12470,17840,0.411415374463873,"https://www.allsides.com/news-source/wall-street-journal-media-bias","0",1,1,1,"High","https://twitter.com/WSJ?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor","https://en.wikipedia.org/wiki/The_Wall_Street_Journal","https://www.facebook.com/wsj","WSJ"
"526","Walt Handelsman (cartoonist)","left",1,"Author",67,77,0.465277777777778,"https://www.allsides.com/news-source/walt-handelsman-cartoonist","checked",0,0,0,NA,NA,NA,NA,NA
"527","WANDTV","center",3,"News Media",0,0,NA,"https://www.allsides.com/news-source/wandtv-media-bias","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"528","Washington Examiner","right-center",4,"News Media",5011,2681,0.65145605824233,"https://www.allsides.com/news-source/washington-examiner","0",0,0,1,"Medium","https://twitter.com/@dcexaminer","https://en.wikipedia.org/wiki/The_Washington_Examiner","https://www.facebook.com/WashingtonExaminer/","dcexaminer"
"529","Washington Free Beacon","right",5,"News Media",437,443,0.496590909090909,"https://www.allsides.com/news-source/washington-free-beacon","0",0,0,1,"Low or Initial Rating","https://twitter.com/@elianayjohnson","https://en.wikipedia.org/wiki/Washington_Free_Beacon",NA,"elianayjohnson"
"530","Washington Monthly","left-center",2,"News Media",167,149,0.528481012658228,"https://www.allsides.com/news-source/washington-monthly","0",0,0,1,"Low or Initial Rating","https://twitter.com/washmonthly","https://en.wikipedia.org/wiki/Washington_Monthly","https://www.facebook.com/WashingtonMonthly/","washmonthly"
"531","Washington Post","left-center",2,"News Media",24245,15197,0.614700065919578,"https://www.allsides.com/news-source/washington-post-media-bias","0",1,1,1,"High","https://twitter.com/@farhip","https://en.wikipedia.org/wiki/The_Washington_Post","https://www.facebook.com/washingtonpost/","farhip"
"532","Washington Times","right-center",4,"News Media",21112,10655,0.66458903893978,"https://www.allsides.com/news-source/washington-times-bias","0",1,0,1,"Medium","https://twitter.com/WashTimes","https://en.wikipedia.org/wiki/The_Washington_Times","https://www.facebook.com/TheWashingtonTimes/","WashTimes"
"533","Watchdog.org","right-center",4,"News Media",477,512,0.482305358948433,"https://www.allsides.com/news-source/watchdogorg","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"534","Western Journalism","right",5,"News Media",818,354,0.697952218430034,"https://www.allsides.com/news-source/western-journalism","0",0,0,1,"Medium",NA,NA,"https://www.facebook.com/WesternJournalism/",NA
"535","WFAE","center",3,"News Media",116,139,0.454901960784314,"https://www.allsides.com/news-source/wfae","0",0,0,0,"Low or Initial Rating",NA,"https://en.wikipedia.org/wiki/WFAE",NA,NA
"536","WGBH","center",3,"News Media",289,238,0.548387096774194,"https://www.allsides.com/news-source/wgbh","0",0,0,1,"Low or Initial Rating","https://twitter.com/wgbh",NA,"https://www.facebook.com/WGBHBoston/","wgbh"
"537","WGN","center",3,"News Media",1,2,0.333333333333333,"https://www.allsides.com/news-source/wgn-media-bias","0",0,0,0,"Low or Initial Rating",NA,NA,NA,NA
"538","Whatfinger News","right",5,"News Media",65,47,0.580357142857143,"https://www.allsides.com/news-source/whatfinger-news-media-bias","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"539","Whitehouse.gov","right-center",4,"Think Tank / Policy Group",405,476,0.459704880817253,"https://www.allsides.com/news-source/whitehousegov","0",0,0,0,"Low or Initial Rating","https://twitter.com/@WhiteHouse",NA,NA,"WhiteHouse"
"540","Willam A. Galston","left-center",2,"Author",79,77,0.506410256410256,"https://www.allsides.com/news-source/willam-galston","0",0,0,1,"Low or Initial Rating",NA,NA,NA,NA
"541","William Bennett","right",5,"Author",95,132,0.418502202643172,"https://www.allsides.com/news-source/william-bennett","checked",0,0,0,NA,NA,NA,NA,NA
"542","William McGurn","right",5,"Author",75,35,0.681818181818182,"https://www.allsides.com/news-source/william-mcgurn","0",0,0,0,NA,NA,NA,NA,NA
"543","Wisconsin Gazette","left-center",2,"News Media",168,149,0.529968454258675,"https://www.allsides.com/news-source/wisconsin-gazette","0",0,0,0,NA,NA,NA,NA,NA
"544","WND.com","right",5,"News Media",439,178,0.711507293354943,"https://www.allsides.com/news-source/wndcom","0",0,0,1,"High",NA,"https://en.wikipedia.org/wiki/WND",NA,NA
"545","Yahoo! News","left-center",2,"News Media",1740,1393,0.555378231726779,"https://www.allsides.com/news-source/yahoo-news-media-bias","1",0,1,0,"Medium",NA,NA,NA,NA
"546","Yahoo! The 360","allsides",NA,"News Media",6,4,0.6,"https://www.allsides.com/news-source/yahoo-360-media-bias","1",0,0,1,"Medium",NA,NA,NA,NA
"547","Yes! Magazine","left",1,"News Media",354,166,0.680769230769231,"https://www.allsides.com/news-source/yes-magazine","checked",0,0,0,NA,NA,NA,NA,NA
